,a,e
44406,0.051,0.089
44407,0.051,0.089
44408,0.051,0.089
44409,0.051,0.088
44410,0.051,0.088
44411,0.051,0.088
44412,0.051,0.088
44413,0.05,0.088
44414,0.05,0.089
44415,0.05,0.089
44416,0.05,0.089
44417,0.05,0.089
44418,0.05,0.089
44419,0.05,0.089
44420,0.05,0.089
44421,0.05,0.089
44422,0.051,0.089
44423,0.05,0.089
44424,0.05,0.09
44425,0.05,0.089
44426,0.05,0.089
44427,0.05,0.089
44428,0.05,0.088
44429,0.05,0.087
44430,0.05,0.087
44431,0.05,0.087
44432,0.05,0.087
44433,0.05,0.087
44434,0.05,0.087
44435,0.05,0.088
44436,0.05,0.088
44437,0.05,0.088
44438,0.05,0.088
44439,0.05,0.088
44440,0.05,0.088
44441,0.05,0.088
44442,0.05,0.088
44443,0.05,0.088
44444,0.05,0.089
44445,0.05,0.089
44446,0.05,0.089
44447,0.05,0.089
44448,0.05,0.089
44449,0.05,0.089
44450,0.05,0.089
44451,0.049,0.089
44452,0.049,0.089
44453,0.049,0.089
44454,0.049,0.089
44455,0.049,0.089
44456,0.049,0.089
44457,0.049,0.089
44458,0.049,0.089
44459,0.049,0.089
44460,0.049,0.089
44461,0.049,0.089
44462,0.05,0.089
44463,0.05,0.089
44464,0.05,0.09
44465,0.05,0.09
44466,0.05,0.09
44467,0.05,0.09
44468,0.05,0.09
44469,0.05,0.09
44470,0.05,0.09
44471,0.05,0.09
44472,0.05,0.091
44473,0.05,0.09
44474,0.05,0.091
44475,0.05,0.091
44476,0.05,0.091
44477,0.049,0.091
44478,0.049,0.091
44479,0.049,0.091
44480,0.049,0.091
44481,0.048,0.091
44482,0.048,0.091
44483,0.048,0.091
44484,0.049,0.091
44485,0.049,0.091
44486,0.049,0.091
44487,0.049,0.091
44488,0.049,0.091
44489,0.049,0.09
44490,0.049,0.089
44491,0.049,0.089
44492,0.049,0.089
44493,0.049,0.089
44494,0.049,0.089
44495,0.048,0.09
44496,0.048,0.09
44497,0.048,0.09
44498,0.048,0.09
44499,0.048,0.09
44500,0.048,0.09
44501,0.048,0.09
44502,0.048,0.09
44503,0.048,0.09
44504,0.048,0.09
44505,0.047,0.09
44506,0.047,0.09
44507,0.047,0.09
44508,0.047,0.09
44509,0.047,0.09
44510,0.047,0.089
44511,0.047,0.089
44512,0.047,0.09
44513,0.047,0.089
44514,0.047,0.089
44515,0.047,0.089
44516,0.047,0.089
44517,0.047,0.089
44518,0.047,0.089
44519,0.047,0.089
44520,0.046,0.089
44521,0.046,0.089
44522,0.046,0.088
44523,0.046,0.088
44524,0.046,0.088
44525,0.046,0.088
44526,0.046,0.088
44527,0.046,0.088
44528,0.046,0.088
44529,0.046,0.088
44530,0.047,0.088
44531,0.047,0.088
44532,0.047,0.089
44533,0.047,0.089
44534,0.047,0.089
44535,0.047,0.089
44536,0.047,0.089
44537,0.047,0.089
44538,0.047,0.089
44539,0.047,0.089
44540,0.047,0.089
44541,0.047,0.089
44542,0.047,0.089
44543,0.047,0.089
44544,0.047,0.089
44545,0.046,0.089
44546,0.046,0.089
44547,0.046,0.089
44548,0.046,0.089
44549,0.046,0.089
44550,0.046,0.089
44551,0.046,0.089
44552,0.046,0.089
44553,0.046,0.088
44554,0.046,0.087
44555,0.046,0.087
44556,0.046,0.087
44557,0.046,0.087
44558,0.046,0.087
44559,0.046,0.087
44560,0.046,0.087
44561,0.046,0.086
44562,0.046,0.087
44563,0.046,0.087
44564,0.046,0.087
44565,0.047,0.087
44566,0.047,0.087
44567,0.047,0.087
44568,0.047,0.087
44569,0.047,0.087
44570,0.047,0.088
44571,0.047,0.088
44572,0.047,0.088
44573,0.047,0.087
44574,0.047,0.087
44575,0.047,0.088
44576,0.047,0.088
44577,0.047,0.088
44578,0.047,0.087
44579,0.047,0.087
44580,0.047,0.087
44581,0.047,0.087
44582,0.047,0.087
44583,0.047,0.087
44584,0.047,0.087
44585,0.047,0.087
44586,0.047,0.087
44587,0.047,0.087
44588,0.047,0.087
44589,0.047,0.088
44590,0.047,0.088
44591,0.047,0.087
44592,0.048,0.087
44593,0.048,0.087
44594,0.047,0.087
44595,0.047,0.087
44596,0.047,0.088
44597,0.047,0.089
44598,0.047,0.089
44599,0.047,0.089
44600,0.047,0.088
44601,0.047,0.088
44602,0.047,0.088
44603,0.047,0.088
44604,0.047,0.088
44605,0.047,0.088
44606,0.047,0.088
44607,0.047,0.088
44608,0.047,0.088
44609,0.047,0.088
44610,0.047,0.088
44611,0.047,0.088
44612,0.048,0.088
44613,0.048,0.088
44614,0.048,0.088
44615,0.048,0.087
44616,0.048,0.087
44617,0.048,0.087
44618,0.048,0.087
44619,0.048,0.087
44620,0.048,0.087
44621,0.048,0.087
44622,0.048,0.087
44623,0.048,0.087
44624,0.048,0.087
44625,0.048,0.087
44626,0.049,0.087
44627,0.049,0.087
44628,0.049,0.087
44629,0.05,0.087
44630,0.05,0.087
44631,0.05,0.087
44632,0.05,0.087
44633,0.05,0.088
44634,0.05,0.089
44635,0.049,0.089
44636,0.049,0.089
44637,0.049,0.088
44638,0.049,0.088
44639,0.049,0.089
44640,0.049,0.088
44641,0.048,0.088
44642,0.048,0.088
44643,0.048,0.088
44644,0.048,0.088
44645,0.048,0.088
44646,0.048,0.088
44647,0.048,0.088
44648,0.049,0.088
44649,0.049,0.088
44650,0.049,0.089
44651,0.049,0.089
44652,0.049,0.089
44653,0.05,0.089
44654,0.05,0.089
44655,0.05,0.09
44656,0.05,0.089
44657,0.05,0.089
44658,0.05,0.089
44659,0.05,0.089
44660,0.05,0.09
44661,0.05,0.089
44662,0.05,0.089
44663,0.05,0.09
44664,0.05,0.09
44665,0.051,0.09
44666,0.051,0.09
44667,0.05,0.09
44668,0.05,0.091
44669,0.05,0.091
44670,0.05,0.091
44671,0.05,0.091
44672,0.05,0.091
44673,0.05,0.091
44674,0.05,0.091
44675,0.05,0.091
44676,0.051,0.09
44677,0.051,0.09
44678,0.051,0.09
44679,0.051,0.09
44680,0.051,0.09
44681,0.051,0.09
44682,0.051,0.09
44683,0.051,0.09
44684,0.051,0.09
44685,0.051,0.09
44686,0.051,0.09
44687,0.051,0.09
44688,0.051,0.09
44689,0.051,0.09
44690,0.051,0.091
44691,0.051,0.091
44692,0.051,0.091
44693,0.051,0.091
44694,0.051,0.091
44695,0.051,0.091
44696,0.051,0.091
44697,0.051,0.091
44698,0.051,0.09
44699,0.051,0.09
44700,0.051,0.09
44701,0.051,0.09
44702,0.051,0.089
44703,0.051,0.089
44704,0.051,0.089
44705,0.052,0.089
44706,0.052,0.089
44707,0.052,0.089
44708,0.052,0.089
44709,0.052,0.089
44710,0.052,0.089
44711,0.052,0.088
44712,0.052,0.088
44713,0.052,0.088
44714,0.051,0.088
44715,0.051,0.088
44716,0.051,0.089
44717,0.051,0.089
44718,0.051,0.089
44719,0.051,0.089
44720,0.051,0.089
44721,0.051,0.089
44722,0.051,0.089
44723,0.051,0.089
44724,0.051,0.089
44725,0.051,0.089
44726,0.051,0.089
44727,0.05,0.089
44728,0.05,0.089
44729,0.05,0.088
44730,0.05,0.089
44731,0.05,0.089
44732,0.05,0.089
44733,0.05,0.089
44734,0.05,0.089
44735,0.05,0.089
44736,0.05,0.089
44737,0.05,0.089
44738,0.05,0.089
44739,0.05,0.089
44740,0.05,0.09
44741,0.05,0.09
44742,0.05,0.09
44743,0.05,0.091
44744,0.049,0.091
44745,0.049,0.091
44746,0.049,0.09
44747,0.049,0.09
44748,0.049,0.091
44749,0.049,0.091
44750,0.05,0.091
44751,0.05,0.091
44752,0.05,0.092
44753,0.05,0.092
44754,0.05,0.092
44755,0.05,0.093
44756,0.05,0.093
44757,0.05,0.093
44758,0.05,0.093
44759,0.05,0.093
44760,0.05,0.093
44761,0.05,0.092
44762,0.05,0.092
44763,0.05,0.092
44764,0.05,0.092
44765,0.05,0.092
44766,0.05,0.093
44767,0.05,0.093
44768,0.05,0.093
44769,0.05,0.093
44770,0.05,0.093
44771,0.05,0.093
44772,0.05,0.093
44773,0.05,0.093
44774,0.05,0.093
44775,0.05,0.093
44776,0.05,0.093
44777,0.05,0.093
44778,0.05,0.093
44779,0.05,0.093
44780,0.05,0.093
44781,0.05,0.093
44782,0.049,0.093
44783,0.049,0.093
44784,0.049,0.092
44785,0.049,0.092
44786,0.049,0.092
44787,0.049,0.093
44788,0.049,0.093
44789,0.049,0.092
44790,0.05,0.092
44791,0.05,0.092
44792,0.05,0.092
44793,0.05,0.092
44794,0.05,0.092
44795,0.05,0.093
44796,0.05,0.093
44797,0.05,0.093
44798,0.05,0.093
44799,0.051,0.093
44800,0.051,0.093
44801,0.051,0.093
44802,0.051,0.093
44803,0.052,0.093
44804,0.051,0.093
44805,0.051,0.093
44806,0.051,0.093
44807,0.051,0.093
44808,0.051,0.093
44809,0.051,0.094
44810,0.051,0.094
44811,0.051,0.093
44812,0.051,0.093
44813,0.051,0.093
44814,0.051,0.093
44815,0.051,0.093
44816,0.051,0.093
44817,0.052,0.093
44818,0.052,0.093
44819,0.052,0.093
44820,0.052,0.093
44821,0.052,0.093
44822,0.052,0.093
44823,0.052,0.093
44824,0.052,0.093
44825,0.052,0.092
44826,0.052,0.092
44827,0.052,0.092
44828,0.052,0.092
44829,0.052,0.092
44830,0.052,0.092
44831,0.052,0.092
44832,0.052,0.091
44833,0.052,0.091
44834,0.052,0.091
44835,0.052,0.091
44836,0.052,0.091
44837,0.051,0.091
44838,0.051,0.092
44839,0.051,0.092
44840,0.05,0.092
44841,0.05,0.092
44842,0.05,0.093
44843,0.05,0.093
44844,0.05,0.093
44845,0.05,0.093
44846,0.05,0.093
44847,0.049,0.093
44848,0.049,0.093
44849,0.049,0.094
44850,0.049,0.093
44851,0.049,0.093
44852,0.05,0.093
44853,0.05,0.092
44854,0.05,0.092
44855,0.05,0.092
44856,0.05,0.093
44857,0.05,0.093
44858,0.05,0.093
44859,0.05,0.092
44860,0.05,0.092
44861,0.05,0.092
44862,0.05,0.092
44863,0.05,0.092
44864,0.05,0.091
44865,0.05,0.091
44866,0.05,0.091
44867,0.051,0.091
44868,0.051,0.091
44869,0.051,0.091
44870,0.052,0.091
44871,0.052,0.091
44872,0.052,0.091
44873,0.052,0.091
44874,0.052,0.091
44875,0.052,0.091
44876,0.052,0.09
44877,0.052,0.09
44878,0.052,0.091
44879,0.052,0.091
44880,0.052,0.092
44881,0.052,0.092
44882,0.053,0.092
44883,0.053,0.092
44884,0.052,0.092
44885,0.052,0.092
44886,0.052,0.092
44887,0.052,0.092
44888,0.051,0.092
44889,0.051,0.092
44890,0.051,0.093
44891,0.05,0.093
44892,0.05,0.093
44893,0.05,0.094
44894,0.05,0.094
44895,0.05,0.094
44896,0.05,0.094
44897,0.05,0.094
44898,0.05,0.094
44899,0.05,0.094
44900,0.05,0.094
44901,0.05,0.094
44902,0.05,0.094
44903,0.05,0.095
44904,0.05,0.095
44905,0.05,0.095
44906,0.05,0.095
44907,0.05,0.095
44908,0.05,0.095
44909,0.05,0.095
44910,0.05,0.095
44911,0.05,0.095
44912,0.05,0.095
44913,0.05,0.095
44914,0.05,0.095
44915,0.05,0.095
44916,0.05,0.095
44917,0.05,0.095
44918,0.05,0.095
44919,0.05,0.095
44920,0.05,0.095
44921,0.05,0.095
44922,0.05,0.095
44923,0.049,0.095
44924,0.049,0.095
44925,0.049,0.095
44926,0.049,0.095
44927,0.049,0.095
44928,0.049,0.095
44929,0.049,0.095
44930,0.049,0.095
44931,0.049,0.095
44932,0.049,0.095
44933,0.049,0.096
44934,0.049,0.096
44935,0.049,0.096
44936,0.049,0.096
44937,0.049,0.096
44938,0.049,0.096
44939,0.049,0.096
44940,0.049,0.096
44941,0.049,0.095
44942,0.049,0.095
44943,0.049,0.095
44944,0.049,0.096
44945,0.049,0.096
44946,0.048,0.096
44947,0.048,0.096
44948,0.048,0.096
44949,0.048,0.096
44950,0.048,0.096
44951,0.048,0.097
44952,0.048,0.097
44953,0.048,0.097
44954,0.048,0.098
44955,0.048,0.098
44956,0.048,0.099
44957,0.048,0.099
44958,0.048,0.099
44959,0.048,0.099
44960,0.048,0.099
44961,0.049,0.099
44962,0.049,0.099
44963,0.049,0.099
44964,0.048,0.099
44965,0.048,0.099
44966,0.048,0.099
44967,0.048,0.099
44968,0.048,0.099
44969,0.048,0.099
44970,0.048,0.099
44971,0.048,0.099
44972,0.048,0.099
44973,0.048,0.099
44974,0.048,0.098
44975,0.048,0.098
44976,0.048,0.098
44977,0.048,0.097
44978,0.048,0.097
44979,0.049,0.097
44980,0.049,0.096
44981,0.049,0.096
44982,0.049,0.096
44983,0.049,0.095
44984,0.049,0.095
44985,0.049,0.095
44986,0.048,0.095
44987,0.048,0.095
44988,0.048,0.095
44989,0.048,0.095
44990,0.048,0.096
44991,0.048,0.096
44992,0.047,0.096
44993,0.047,0.096
44994,0.047,0.096
44995,0.048,0.095
44996,0.048,0.095
44997,0.048,0.095
44998,0.048,0.095
44999,0.048,0.096
45000,0.048,0.096
45001,0.048,0.097
45002,0.048,0.097
45003,0.048,0.097
45004,0.048,0.097
45005,0.048,0.096
45006,0.048,0.096
45007,0.048,0.096
45008,0.048,0.096
45009,0.048,0.096
45010,0.048,0.096
45011,0.049,0.096
45012,0.049,0.096
45013,0.049,0.096
45014,0.049,0.096
45015,0.049,0.095
45016,0.049,0.095
45017,0.049,0.095
45018,0.049,0.095
45019,0.049,0.095
45020,0.049,0.095
45021,0.049,0.095
45022,0.049,0.095
45023,0.049,0.095
45024,0.049,0.095
45025,0.049,0.095
45026,0.05,0.095
45027,0.05,0.095
45028,0.05,0.095
45029,0.05,0.095
45030,0.05,0.096
45031,0.05,0.096
45032,0.05,0.095
45033,0.05,0.095
45034,0.05,0.095
45035,0.05,0.095
45036,0.05,0.095
45037,0.05,0.095
45038,0.051,0.095
45039,0.051,0.095
45040,0.051,0.095
45041,0.051,0.095
45042,0.051,0.095
45043,0.051,0.095
45044,0.051,0.094
45045,0.051,0.094
45046,0.051,0.093
45047,0.051,0.094
45048,0.05,0.094
45049,0.05,0.094
45050,0.05,0.094
45051,0.05,0.093
45052,0.05,0.093
45053,0.05,0.093
45054,0.05,0.093
45055,0.05,0.093
45056,0.05,0.093
45057,0.051,0.093
45058,0.05,0.093
45059,0.05,0.093
45060,0.05,0.093
45061,0.05,0.093
45062,0.051,0.092
45063,0.051,0.092
45064,0.051,0.092
45065,0.051,0.093
45066,0.051,0.093
45067,0.051,0.093
45068,0.051,0.092
45069,0.051,0.092
45070,0.051,0.092
45071,0.051,0.092
45072,0.051,0.092
45073,0.051,0.091
45074,0.051,0.092
45075,0.051,0.092
45076,0.051,0.092
45077,0.051,0.092
45078,0.052,0.092
45079,0.052,0.092
45080,0.052,0.092
45081,0.052,0.092
45082,0.052,0.092
45083,0.052,0.092
45084,0.052,0.092
45085,0.052,0.092
45086,0.052,0.092
45087,0.052,0.092
45088,0.052,0.092
45089,0.052,0.092
45090,0.052,0.092
45091,0.052,0.092
45092,0.051,0.092
45093,0.051,0.093
45094,0.051,0.094
45095,0.051,0.094
45096,0.051,0.093
45097,0.051,0.093
45098,0.051,0.093
45099,0.051,0.093
45100,0.051,0.093
45101,0.051,0.093
45102,0.051,0.092
45103,0.051,0.092
45104,0.051,0.092
45105,0.051,0.092
45106,0.051,0.093
45107,0.051,0.093
45108,0.051,0.093
45109,0.051,0.093
45110,0.051,0.093
45111,0.051,0.093
45112,0.051,0.093
45113,0.051,0.093
45114,0.051,0.093
45115,0.051,0.092
45116,0.051,0.093
45117,0.051,0.093
45118,0.051,0.092
45119,0.051,0.092
45120,0.052,0.092
45121,0.051,0.092
45122,0.051,0.092
45123,0.051,0.092
45124,0.051,0.092
45125,0.051,0.092
45126,0.051,0.092
45127,0.051,0.092
45128,0.051,0.093
45129,0.051,0.093
45130,0.051,0.094
45131,0.051,0.094
45132,0.051,0.094
45133,0.051,0.094
45134,0.051,0.094
45135,0.051,0.095
45136,0.051,0.095
45137,0.051,0.095
45138,0.051,0.095
45139,0.051,0.095
45140,0.051,0.095
45141,0.051,0.095
45142,0.051,0.095
45143,0.052,0.095
45144,0.052,0.095
45145,0.052,0.095
45146,0.052,0.095
45147,0.052,0.095
45148,0.052,0.095
45149,0.052,0.095
45150,0.052,0.096
45151,0.052,0.096
45152,0.052,0.096
45153,0.052,0.097
45154,0.052,0.097
45155,0.052,0.097
45156,0.052,0.097
45157,0.051,0.097
45158,0.051,0.097
45159,0.051,0.097
45160,0.051,0.096
45161,0.051,0.096
45162,0.051,0.096
45163,0.051,0.096
45164,0.051,0.096
45165,0.051,0.096
45166,0.051,0.096
45167,0.051,0.096
45168,0.051,0.096
45169,0.05,0.096
45170,0.05,0.096
45171,0.05,0.096
45172,0.05,0.095
45173,0.05,0.095
45174,0.05,0.095
45175,0.05,0.095
45176,0.049,0.095
45177,0.049,0.095
45178,0.049,0.094
45179,0.049,0.094
45180,0.049,0.094
45181,0.049,0.095
45182,0.049,0.095
45183,0.049,0.095
45184,0.049,0.095
45185,0.049,0.095
45186,0.049,0.095
45187,0.049,0.095
45188,0.05,0.095
45189,0.05,0.095
45190,0.05,0.095
45191,0.05,0.095
45192,0.05,0.095
45193,0.05,0.095
45194,0.05,0.095
45195,0.05,0.095
45196,0.05,0.095
45197,0.05,0.096
45198,0.05,0.096
45199,0.05,0.096
45200,0.05,0.096
45201,0.05,0.096
45202,0.05,0.096
45203,0.05,0.095
45204,0.05,0.095
45205,0.05,0.095
45206,0.051,0.095
45207,0.051,0.095
45208,0.051,0.095
45209,0.051,0.095
45210,0.051,0.095
45211,0.051,0.095
45212,0.051,0.095
45213,0.051,0.095
45214,0.051,0.095
45215,0.051,0.095
45216,0.051,0.095
45217,0.052,0.095
45218,0.052,0.094
45219,0.052,0.094
45220,0.052,0.094
45221,0.052,0.094
45222,0.052,0.094
45223,0.052,0.094
45224,0.052,0.094
45225,0.052,0.094
45226,0.052,0.094
45227,0.052,0.094
45228,0.052,0.094
45229,0.052,0.094
45230,0.052,0.094
45231,0.052,0.094
45232,0.052,0.094
45233,0.052,0.094
45234,0.052,0.094
45235,0.051,0.094
45236,0.051,0.094
45237,0.051,0.094
45238,0.051,0.094
45239,0.051,0.094
45240,0.051,0.095
45241,0.051,0.095
45242,0.051,0.095
45243,0.051,0.095
45244,0.051,0.094
45245,0.051,0.094
45246,0.051,0.094
45247,0.051,0.094
45248,0.051,0.095
45249,0.05,0.095
45250,0.05,0.095
45251,0.05,0.095
45252,0.05,0.095
45253,0.05,0.095
45254,0.05,0.094
45255,0.05,0.094
45256,0.05,0.094
45257,0.05,0.094
45258,0.05,0.093
45259,0.05,0.093
45260,0.05,0.093
45261,0.05,0.093
45262,0.05,0.093
45263,0.051,0.093
45264,0.051,0.093
45265,0.051,0.093
45266,0.051,0.093
45267,0.051,0.093
45268,0.051,0.093
45269,0.051,0.093
45270,0.05,0.094
45271,0.05,0.094
45272,0.05,0.094
45273,0.05,0.094
45274,0.05,0.094
45275,0.05,0.094
45276,0.05,0.094
45277,0.05,0.094
45278,0.05,0.094
45279,0.05,0.094
45280,0.05,0.094
45281,0.05,0.095
45282,0.05,0.095
45283,0.05,0.095
45284,0.05,0.094
45285,0.05,0.094
45286,0.051,0.094
45287,0.051,0.094
45288,0.051,0.094
45289,0.051,0.095
45290,0.051,0.095
45291,0.051,0.096
45292,0.051,0.096
45293,0.051,0.096
45294,0.051,0.096
45295,0.052,0.096
45296,0.052,0.096
45297,0.052,0.095
45298,0.052,0.095
45299,0.051,0.095
45300,0.051,0.095
45301,0.051,0.095
45302,0.051,0.094
45303,0.051,0.094
45304,0.051,0.095
45305,0.051,0.095
45306,0.051,0.095
45307,0.051,0.095
45308,0.051,0.095
45309,0.051,0.095
45310,0.051,0.095
45311,0.051,0.095
45312,0.051,0.095
45313,0.052,0.095
45314,0.052,0.095
45315,0.051,0.095
45316,0.051,0.095
45317,0.051,0.094
45318,0.051,0.094
45319,0.052,0.094
45320,0.052,0.094
45321,0.052,0.094
45322,0.052,0.094
45323,0.052,0.094
45324,0.052,0.094
45325,0.051,0.094
45326,0.051,0.094
45327,0.051,0.093
45328,0.051,0.093
45329,0.051,0.093
45330,0.051,0.093
45331,0.051,0.093
45332,0.05,0.093
45333,0.05,0.093
45334,0.05,0.093
45335,0.05,0.094
45336,0.05,0.094
45337,0.05,0.093
45338,0.049,0.093
45339,0.049,0.093
45340,0.049,0.093
45341,0.049,0.093
45342,0.049,0.093
45343,0.049,0.093
45344,0.049,0.093
45345,0.049,0.093
45346,0.049,0.093
45347,0.049,0.094
45348,0.05,0.094
45349,0.05,0.093
45350,0.05,0.093
45351,0.049,0.093
45352,0.049,0.093
45353,0.05,0.093
45354,0.05,0.093
45355,0.05,0.093
45356,0.049,0.093
45357,0.049,0.093
45358,0.049,0.094
45359,0.049,0.093
45360,0.049,0.093
45361,0.05,0.093
45362,0.05,0.093
45363,0.05,0.093
45364,0.05,0.093
45365,0.05,0.094
45366,0.05,0.094
45367,0.05,0.094
45368,0.05,0.094
45369,0.05,0.095
45370,0.05,0.095
45371,0.05,0.095
45372,0.05,0.094
45373,0.051,0.094
45374,0.051,0.094
45375,0.05,0.094
45376,0.05,0.094
45377,0.05,0.094
45378,0.05,0.094
45379,0.05,0.094
45380,0.05,0.094
45381,0.05,0.094
45382,0.05,0.093
45383,0.05,0.093
45384,0.05,0.093
45385,0.05,0.093
45386,0.05,0.092
45387,0.05,0.093
45388,0.05,0.093
45389,0.05,0.094
45390,0.05,0.094
45391,0.05,0.094
45392,0.05,0.094
45393,0.049,0.094
45394,0.049,0.094
45395,0.049,0.094
45396,0.049,0.095
45397,0.049,0.095
45398,0.049,0.095
45399,0.049,0.095
45400,0.049,0.094
45401,0.049,0.094
45402,0.049,0.094
45403,0.049,0.094
45404,0.049,0.093
45405,0.049,0.093
45406,0.049,0.093
45407,0.049,0.093
45408,0.049,0.093
45409,0.049,0.093
45410,0.049,0.093
45411,0.05,0.093
45412,0.05,0.093
45413,0.05,0.093
45414,0.05,0.092
45415,0.05,0.092
45416,0.05,0.092
45417,0.05,0.093
45418,0.05,0.093
45419,0.05,0.093
45420,0.051,0.093
45421,0.051,0.093
45422,0.05,0.094
45423,0.05,0.094
45424,0.05,0.093
45425,0.05,0.093
45426,0.05,0.093
45427,0.05,0.093
45428,0.051,0.093
45429,0.051,0.093
45430,0.051,0.093
45431,0.051,0.094
45432,0.051,0.094
45433,0.051,0.094
45434,0.051,0.094
45435,0.051,0.093
45436,0.051,0.094
45437,0.051,0.094
45438,0.051,0.094
45439,0.051,0.094
45440,0.051,0.094
45441,0.051,0.094
45442,0.051,0.094
45443,0.051,0.094
45444,0.051,0.093
45445,0.052,0.093
45446,0.052,0.093
45447,0.052,0.093
45448,0.052,0.094
45449,0.052,0.094
45450,0.052,0.094
45451,0.052,0.094
45452,0.052,0.094
45453,0.052,0.094
45454,0.053,0.093
45455,0.053,0.093
45456,0.053,0.093
45457,0.053,0.093
45458,0.053,0.093
45459,0.053,0.093
45460,0.053,0.093
45461,0.053,0.093
45462,0.052,0.093
45463,0.052,0.093
45464,0.052,0.092
45465,0.052,0.092
45466,0.052,0.092
45467,0.052,0.092
45468,0.052,0.092
45469,0.052,0.092
45470,0.052,0.092
45471,0.052,0.092
45472,0.052,0.091
45473,0.052,0.091
45474,0.052,0.09
45475,0.052,0.09
45476,0.052,0.091
45477,0.052,0.091
45478,0.052,0.091
45479,0.052,0.091
45480,0.053,0.091
45481,0.053,0.091
45482,0.053,0.091
45483,0.053,0.09
45484,0.052,0.09
45485,0.052,0.091
45486,0.052,0.092
45487,0.052,0.092
45488,0.052,0.092
45489,0.052,0.092
45490,0.052,0.092
45491,0.052,0.093
45492,0.052,0.093
45493,0.052,0.093
45494,0.052,0.093
45495,0.052,0.092
45496,0.052,0.092
45497,0.052,0.093
45498,0.052,0.093
45499,0.052,0.093
45500,0.052,0.093
45501,0.053,0.093
45502,0.053,0.093
45503,0.053,0.093
45504,0.053,0.093
45505,0.053,0.093
45506,0.053,0.093
45507,0.053,0.094
45508,0.053,0.094
45509,0.053,0.094
45510,0.053,0.095
45511,0.053,0.095
45512,0.053,0.094
45513,0.054,0.094
45514,0.054,0.094
45515,0.054,0.093
45516,0.054,0.093
45517,0.055,0.092
45518,0.055,0.092
45519,0.055,0.092
45520,0.055,0.092
45521,0.055,0.092
45522,0.055,0.092
45523,0.055,0.092
45524,0.055,0.092
45525,0.055,0.093
45526,0.055,0.093
45527,0.055,0.093
45528,0.055,0.093
45529,0.055,0.093
45530,0.054,0.093
45531,0.054,0.093
45532,0.054,0.092
45533,0.054,0.092
45534,0.054,0.092
45535,0.054,0.093
45536,0.054,0.093
45537,0.054,0.093
45538,0.054,0.093
45539,0.054,0.093
45540,0.054,0.093
45541,0.053,0.093
45542,0.053,0.093
45543,0.053,0.093
45544,0.054,0.093
45545,0.054,0.093
45546,0.054,0.093
45547,0.054,0.093
45548,0.054,0.093
45549,0.054,0.093
45550,0.054,0.093
45551,0.054,0.093
45552,0.054,0.093
45553,0.054,0.093
45554,0.054,0.093
45555,0.054,0.093
45556,0.054,0.093
45557,0.054,0.093
45558,0.054,0.093
45559,0.054,0.093
45560,0.054,0.093
45561,0.054,0.093
45562,0.054,0.093
45563,0.054,0.093
45564,0.054,0.093
45565,0.053,0.093
45566,0.053,0.093
45567,0.053,0.093
45568,0.053,0.093
45569,0.053,0.093
45570,0.053,0.093
45571,0.053,0.093
45572,0.053,0.093
45573,0.053,0.093
45574,0.053,0.093
45575,0.053,0.092
45576,0.053,0.092
45577,0.054,0.092
45578,0.054,0.092
45579,0.054,0.092
45580,0.054,0.092
45581,0.054,0.092
45582,0.054,0.092
45583,0.054,0.092
45584,0.054,0.093
45585,0.054,0.093
45586,0.054,0.093
45587,0.054,0.093
45588,0.054,0.093
45589,0.054,0.092
45590,0.054,0.092
45591,0.054,0.093
45592,0.053,0.093
45593,0.053,0.093
45594,0.053,0.093
45595,0.053,0.093
45596,0.053,0.092
45597,0.053,0.091
45598,0.053,0.091
45599,0.053,0.091
45600,0.053,0.091
45601,0.053,0.092
45602,0.053,0.092
45603,0.053,0.092
45604,0.054,0.092
45605,0.054,0.092
45606,0.054,0.092
45607,0.054,0.092
45608,0.054,0.092
45609,0.054,0.092
45610,0.054,0.092
45611,0.054,0.092
45612,0.053,0.092
45613,0.053,0.092
45614,0.054,0.092
45615,0.054,0.092
45616,0.054,0.092
45617,0.054,0.093
45618,0.054,0.093
45619,0.054,0.094
45620,0.054,0.094
45621,0.054,0.094
45622,0.055,0.094
45623,0.055,0.094
45624,0.055,0.094
45625,0.055,0.094
45626,0.054,0.094
45627,0.054,0.094
45628,0.054,0.094
45629,0.053,0.094
45630,0.053,0.094
45631,0.053,0.095
45632,0.053,0.095
45633,0.053,0.095
45634,0.053,0.094
45635,0.053,0.094
45636,0.053,0.094
45637,0.053,0.094
45638,0.053,0.094
45639,0.053,0.093
45640,0.053,0.094
45641,0.053,0.094
45642,0.053,0.094
45643,0.053,0.094
45644,0.053,0.094
45645,0.053,0.094
45646,0.053,0.094
45647,0.053,0.094
45648,0.052,0.094
45649,0.052,0.094
45650,0.052,0.093
45651,0.052,0.093
45652,0.052,0.093
45653,0.051,0.093
45654,0.051,0.093
45655,0.051,0.092
45656,0.051,0.092
45657,0.052,0.092
45658,0.052,0.092
45659,0.052,0.092
45660,0.052,0.091
45661,0.052,0.092
45662,0.052,0.092
45663,0.052,0.091
45664,0.052,0.091
45665,0.051,0.091
45666,0.051,0.092
45667,0.051,0.092
45668,0.051,0.091
45669,0.051,0.092
45670,0.051,0.092
45671,0.051,0.092
45672,0.052,0.092
45673,0.052,0.092
45674,0.052,0.092
45675,0.052,0.092
45676,0.051,0.092
45677,0.051,0.092
